x0,x1,x2,y,x3,x4,x5,x6,x7,x8
A2,A35,A1,200,3,100,1.06,1,,374.0
A2,A72,A0,85,9,5,0.27,1,86.0,426.0
A0,A16,A0,45,3,25,2.07,2,44.0,430.14285714285717
A0,A89,A1,100,1,2,1.67,1,13.0,427.85714285714283
A2,A7,A0,65,4,0,,1,10.0,
A1,A90,A0,44,4,8,0.27,1,3.0,316.85714285714283
A1,A79,A0,39,1,43,2.28,2,351.0,429.85714285714283
A1,A5,A1,75,2,0,,1,14.0,
A2,A61,A0,100,1,0,,4,,
A0,A15,A0,80,1,0,,1,0.0,
A0,A22,A1,50,10,4,0.06,1,0.0,171.85714285714286
A2,A26,A0,120,7,19,0.27,2,,420.57142857142856
A0,A16,A0,30,2,54,1.87,4,179.0,428.57142857142856
A2,A44,A1,99,1,7,0.16,1,,252.28571428571428
A2,A13,A1,179,2,5,0.12,1,0.0,273.2857142857143
A0,A15,A0,90,2,73,2.31,1,338.0,429.85714285714283
A2,A13,A1,1000,1,0,,1,,
A0,A1,A2,38,1,17,1.39,34,365.0,429.85714285714283
A2,A38,A0,169,8,15,0.24,1,60.0,428.0
A2,A30,A1,225,3,0,,2,,
A0,A12,A1,140,2,4,0.19,1,0.0,404.0
A0,A16,A0,75,6,2,0.22,1,36.0,393.2857142857143
A0,A85,A1,245,3,24,0.97,1,13.0,431.0
A1,A23,A1,99,4,1,0.03,1,0.0,301.0
A2,A91,A0,70,3,0,,1,,
A0,A71,A1,619,5,9,0.23,1,54.0,420.85714285714283
A2,A21,A1,450,1,1,0.03,1,0.0,260.85714285714283
A0,A12,A1,75,4,0,,2,177.0,
A2,A41,A0,100,1,0,,13,351.0,
A0,A1,A0,45,1,5,0.33,2,0.0,416.85714285714283
A2,A26,A0,85,2,0,,1,,
A2,A44,A1,180,3,2,1.36,1,,431.85714285714283
A0,A12,A0,65,2,6,1.94,1,20.0,425.14285714285717
A2,A26,A1,110,1,3,0.06,1,0.0,335.14285714285717
A0,A15,A0,75,1,0,,1,0.0,
A2,A38,A1,208,5,4,2.11,1,,430.2857142857143
A0,A1,A0,65,2,25,2.52,4,347.0,428.57142857142856
A1,A3,A0,35,1,3,0.78,4,150.0,429.85714285714283
A2,A7,A0,65,1,81,2.93,1,0.0,368.7142857142857
A2,A44,A0,115,1,33,1.49,1,0.0,429.85714285714283
A1,A5,A1,75,1,0,,1,0.0,
A2,A38,A1,185,2,6,1.58,327,295.0,425.85714285714283
A2,A4,A1,900,3,13,0.26,1,24.0,251.28571428571428
A0,A12,A1,129,30,3,0.05,52,303.0,345.0
A2,A6,A1,239,30,1,0.04,121,365.0,325.14285714285717
A2,A13,A1,360,6,0,,1,0.0,
A2,A26,A0,85,5,44,0.77,1,299.0,430.57142857142856
A0,A1,A0,88,7,6,0.33,2,,395.85714285714283
A2,A35,A0,80,1,11,0.85,1,,380.57142857142856
A0,A15,A1,180,3,7,0.21,1,54.0,430.0
A1,A54,A1,197,3,24,0.9,1,0.0,366.57142857142856
A0,A51,A1,75,3,1,0.25,1,0.0,414.85714285714283
A0,A16,A0,150,3,0,,1,93.0,
A0,A16,A0,36,2,1,0.02,1,0.0,253.85714285714286
A0,A15,A0,75,10,0,,1,0.0,
A2,A13,A0,175,2,0,,1,0.0,
A0,A15,A1,175,3,2,0.53,1,5.0,426.7142857142857
A0,A12,A0,75,1,0,,1,0.0,
A0,A29,A1,130,6,4,0.22,1,,405.2857142857143
A2,A17,A1,190,5,0,,1,0.0,
A2,A13,A0,90,3,2,0.63,2,339.0,422.14285714285717
A2,A44,A1,110,30,3,0.06,52,365.0,275.0
A2,A35,A0,125,2,28,3.39,2,,431.2857142857143
A0,A25,A0,37,7,62,2.53,4,30.0,397.42857142857144
A2,A17,A0,74,2,3,0.08,2,363.0,278.85714285714283
A0,A62,A0,50,1,49,1.44,1,90.0,430.85714285714283
A2,A26,,199,30,3,0.11,121,365.0,368.85714285714283
A0,A85,A1,200,3,1,0.16,1,0.0,404.85714285714283
A0,A1,A1,75,3,15,2.47,1,4.0,425.14285714285717
A0,A1,A1,150,4,73,2.33,1,,430.0
A2,A26,A1,160,29,0,,327,311.0,
A2,A50,A0,94,7,17,0.28,1,0.0,316.0
A2,A26,A1,275,4,5,0.7,1,77.0,430.2857142857143
A0,A1,A0,100,2,0,,1,31.0,
A1,A54,A0,125,2,128,2.17,3,332.0,424.7142857142857
A0,A16,A1,93,2,14,1.03,2,330.0,431.85714285714283
A2,A26,A1,150,29,2,1.02,327,220.0,428.2857142857143
A0,A15,A0,110,1,38,0.63,1,157.0,368.85714285714283
A0,A1,A0,32,7,0,,1,,
A1,A92,A0,75,1,59,0.69,2,0.0,397.57142857142856
A0,A0,A1,100,1,2,0.09,1,0.0,337.57142857142856
A2,A13,A1,250,1,3,0.07,1,0.0,295.7142857142857
A2,A38,A1,175,30,0,,1,311.0,
A2,A7,A1,350,2,4,0.63,1,81.0,424.85714285714283
A0,A22,A0,45,5,59,1.46,4,247.0,430.0
A2,A21,A1,395,2,70,0.73,1,170.0,431.0
A2,A19,A0,55,6,2,0.08,3,,423.57142857142856
A2,A21,A1,175,2,2,0.32,1,2.0,411.85714285714283
A2,A13,A1,550,7,0,,1,8.0,
A2,A50,A0,100,1,0,,1,0.0,
A0,A1,A1,95,5,4,0.08,1,,270.57142857142856
A0,A12,A1,80,3,2,0.47,1,3.0,425.7142857142857
A0,A16,A1,90,3,0,,1,,
A0,A1,A2,30,1,32,2.74,17,83.0,429.57142857142856
A0,A62,A0,150,1,0,,1,,
A0,A16,A1,100,4,0,,1,5.0,
A2,A50,A1,190,5,8,0.3,1,81.0,428.57142857142856
A0,A1,A1,227,1,17,0.31,1,362.0,387.0
A0,A25,A0,58,2,2,2.0,1,126.0,431.85714285714283
A1,A3,A0,44,3,46,0.83,1,,415.85714285714283
A1,A93,A1,130,2,0,,1,215.0,
A0,A18,A1,84,30,0,,1,39.0,
A2,A21,A1,129,1,198,5.63,1,21.0,431.7142857142857
A2,A14,A1,459,30,0,,232,293.0,
A2,A35,,79,1,259,3.93,1,2.0,351.2857142857143
A2,A38,A1,420,2,285,4.02,1,294.0,431.14285714285717
A2,A17,A0,40,10,0,,1,0.0,
A0,A1,A0,150,1,36,3.23,1,29.0,431.0
A2,A44,A0,70,5,1,0.05,1,0.0,339.2857142857143
A2,A7,A1,161,3,3,0.16,1,0.0,363.85714285714283
A0,A16,A1,88,7,2,0.04,1,,234.85714285714286
A2,A17,A0,90,1,1,0.25,6,40.0,414.7142857142857
A0,A59,A0,80,1,24,0.92,1,0.0,350.0
A2,A17,A0,40,3,4,0.11,1,0.0,284.0
A2,A77,A1,150,13,1,0.13,1,0.0,399.0
A0,A15,A1,100,2,3,0.06,1,0.0,263.2857142857143
A0,A11,,58,1,14,0.59,5,0.0,372.7142857142857
A2,A26,A0,65,5,7,0.19,2,0.0,344.0
A2,A26,A1,100,5,0,,1,0.0,
A2,A44,A1,500,1,5,0.15,1,,391.2857142857143
A2,A17,A0,39,1,0,,1,,
A0,A12,A0,80,2,0,,1,0.0,
A0,A94,A1,160,2,1,0.42,1,102.0,422.0
A0,A0,A1,119,4,91,1.81,1,316.0,429.57142857142856
A2,A21,A1,149,3,12,4.29,1,151.0,431.0
A1,A9,A1,95,1,0,,1,0.0,
A2,A91,A0,110,3,1,0.11,1,350.0,391.57142857142856
A2,A72,A1,225,1,45,1.16,1,,430.85714285714283
A2,A21,A0,81,5,9,0.97,1,110.0,431.7142857142857
A1,A47,A1,70,3,2,0.32,1,4.0,416.0
A0,A15,A1,150,7,0,,1,249.0,
A2,A21,A1,200,1,13,7.96,1,69.0,432.0
A0,A15,A0,75,1,2,0.21,2,0.0,405.2857142857143
A2,A6,A1,484,2,107,3.95,1,46.0,429.85714285714283
A2,A19,A0,105,3,4,2.4,3,,427.7142857142857
A3,A95,A1,125,3,20,1.4,1,,403.57142857142856
A2,A17,A0,65,5,1,0.16,1,0.0,405.2857142857143
A2,A44,A0,100,1,12,7.66,5,,428.85714285714283
A2,A6,A2,260,1,0,,2,168.0,
A2,A72,A1,138,30,1,0.09,1,188.0,384.14285714285717
A1,A23,A0,55,1,21,0.79,1,0.0,347.85714285714283
A2,A21,A0,180,3,0,,1,,
A2,A44,A0,640,2,0,,3,0.0,
A1,A96,A0,69,1,62,4.26,3,65.0,431.57142857142856
A2,A4,A0,130,2,32,0.79,1,355.0,430.85714285714283
A0,A1,A0,40,2,3,0.27,1,0.0,391.85714285714283
A0,A15,A0,101,1,91,2.74,2,12.0,429.2857142857143
A0,A59,A2,40,1,0,,6,211.0,
A0,A15,A0,47,1,32,1.73,1,0.0,402.85714285714283
A2,A6,A0,200,3,0,,1,0.0,
A0,A16,,63,2,10,3.85,1,,430.85714285714283
A1,A24,A2,25,1,12,6.0,8,351.0,431.85714285714283
A4,A97,A0,100,2,1,0.12,1,0.0,396.85714285714283
A2,A17,A1,125,4,0,,1,,
A1,A5,A0,50,25,5,0.33,3,155.0,405.14285714285717
A0,A15,A0,55,5,61,2.84,1,53.0,431.2857142857143
A2,A14,A1,180,2,100,2.9,2,344.0,431.0
A0,A0,A0,60,3,4,0.22,1,302.0,391.85714285714283
A2,A6,A1,179,6,1,0.18,1,,408.2857142857143
A0,A0,A1,125,3,63,4.36,1,,431.57142857142856
A0,A16,A1,95,2,19,0.44,2,,426.0
A0,A1,A0,250,2,0,,1,350.0,
A1,A23,A1,100,1,42,7.12,3,,431.7142857142857
A2,A17,A1,400,2,1,0.02,1,0.0,228.28571428571428
A0,A63,A0,70,10,1,0.08,2,331.0,378.7142857142857
A1,A47,A1,99,2,0,,1,,
A0,A1,A0,65,2,17,2.48,2,,430.0
A1,A98,A1,250,2,15,4.46,1,94.0,430.85714285714283
A1,A69,A0,92,1,0,,3,180.0,
A1,A23,A1,280,2,40,3.53,2,104.0,430.0
A2,A35,A0,69,4,0,,1,,
A0,A42,,200,1,5,1.21,1,360.0,424.85714285714283
A0,A15,A0,300,3,4,0.15,1,0.0,320.7142857142857
A2,A26,A0,80,100,0,,1,0.0,
A2,A4,A0,119,2,134,3.42,1,66.0,430.85714285714283
A0,A16,A0,60,2,113,4.15,2,3.0,429.0
A0,A63,A1,98,2,12,0.27,1,320.0,377.85714285714283
A0,A1,A1,75,7,4,0.64,1,10.0,430.57142857142856
A0,A62,A0,55,1,14,2.2,3,174.0,431.0
A2,A21,A0,110,15,6,0.27,1,0.0,375.14285714285717
A0,A1,A0,40,5,0,,1,0.0,
A0,A1,A0,95,1,0,,1,0.0,
A2,A7,A0,79,2,14,3.56,1,97.0,429.85714285714283
A2,A13,A1,75,1,16,2.13,1,5.0,422.7142857142857
A2,A6,A0,200,2,1,0.05,1,,353.0
A0,A71,A0,55,1,0,,2,20.0,
A0,A32,A0,137,3,5,0.23,3,,405.2857142857143
A2,A26,A1,303,7,29,0.46,1,3.0,399.85714285714283
A2,A14,A1,299,2,2,0.05,1,0.0,249.14285714285714
A0,A15,A0,80,1,58,2.08,2,120.0,428.0
A2,A17,A1,125,7,1,0.03,1,,301.7142857142857
A0,A76,A1,73,1,65,3.49,1,3.0,429.7142857142857
A2,A6,A0,62,7,9,0.75,47,,425.0
A2,A13,A1,650,30,3,0.09,1,137.0,394.0
A0,A62,A1,400,2,3,0.4,1,0.0,421.7142857142857
A0,A12,A0,70,4,17,0.37,2,159.0,425.0
A2,A21,A1,295,3,9,0.64,1,88.0,431.14285714285717
A2,A17,A0,63,7,21,0.75,1,,421.85714285714283
A0,A10,A0,69,1,13,1.22,1,1.0,418.85714285714283
A0,A1,A1,118,3,20,3.21,1,,431.0
A2,A72,A1,200,4,2,0.1,1,0.0,353.0
A0,A99,A1,125,14,15,0.41,1,32.0,429.14285714285717
A0,A100,A1,85,7,11,0.64,1,1.0,390.7142857142857
A0,A18,A0,50,10,0,,1,0.0,
A2,A13,A0,80,4,75,0.93,1,15.0,431.0
A2,A13,A1,250,7,0,,1,34.0,
A3,A74,A0,80,3,4,0.6,1,155.0,423.85714285714283
A2,A17,,450,7,6,0.17,2,229.0,385.7142857142857
A0,A1,A0,56,1,2,1.58,3,0.0,429.0
A0,A71,A1,146,1,106,3.78,2,,430.7142857142857
A0,A8,A1,170,1,0,,1,0.0,
A0,A1,A1,125,3,4,4.0,1,155.0,429.14285714285717
A0,A8,A1,160,3,38,0.8,3,249.0,427.42857142857144
A2,A6,A0,75,2,176,2.22,2,23.0,429.57142857142856
A2,A28,A1,199,3,1,0.03,1,0.0,298.2857142857143
A1,A69,A1,93,1,24,3.64,1,19.0,431.2857142857143
A1,A27,A0,31,1,1,0.11,1,0.0,393.85714285714283
A2,A21,A1,170,30,11,0.19,39,319.0,423.42857142857144
A0,A0,A1,250,5,3,0.06,1,0.0,326.7142857142857
A2,A17,A1,115,3,15,3.21,2,116.0,430.57142857142856
A0,A1,A0,75,1,3,0.34,1,0.0,398.0
A0,A16,A1,250,2,0,,5,342.0,
A0,A15,A1,295,2,110,1.74,3,151.0,431.57142857142856
A0,A0,A0,50,2,61,1.17,7,285.0,430.2857142857143
A0,A1,A1,90,4,12,0.22,2,0.0,263.42857142857144
A1,A56,A0,80,2,9,0.39,1,0.0,405.2857142857143
A3,A101,A0,60,1,1,0.17,1,269.0,406.85714285714283
A0,A1,A0,63,3,27,2.26,7,225.0,431.7142857142857
A2,A7,A0,80,3,0,,1,0.0,
A2,A40,A0,99,1,5,0.16,1,0.0,316.85714285714283
A0,A85,A1,95,4,92,2.56,1,39.0,430.85714285714283
A2,A30,A1,129,33,0,,5,333.0,
A2,A17,A1,195,1,51,1.96,1,67.0,425.2857142857143
A1,A27,A0,58,2,32,2.96,5,,430.0
A0,A16,A1,100,1,104,1.65,1,,429.85714285714283
A0,A0,A0,95,4,0,,1,0.0,
A2,A26,A1,275,2,20,0.45,1,0.0,405.2857142857143
A2,A17,A1,200,3,1,0.05,1,0.0,353.14285714285717
A0,A29,A1,190,7,2,0.04,1,,237.71428571428572
A2,A21,A0,110,2,29,1.47,2,0.0,428.85714285714283
A0,A0,A0,25,4,7,0.37,1,174.0,375.0
A0,A15,A0,50,10,3,0.09,1,,420.2857142857143
A2,A13,A1,148,3,35,0.63,1,,431.0
A2,A13,A1,325,1,16,1.95,1,7.0,430.85714285714283
A2,A40,A1,194,2,8,0.16,1,0.0,303.42857142857144
A2,A21,A1,150,5,1,0.04,1,0.0,332.7142857142857
A2,A21,A1,150,3,5,0.14,1,,315.85714285714283
A2,A45,A1,199,2,8,0.54,1,0.0,401.0
A0,A15,A0,44,3,7,0.24,1,0.0,427.0
A0,A1,A1,125,3,91,2.8,1,78.0,431.0
A2,A26,A1,300,1,0,,1,0.0,
A2,A13,A1,225,2,29,2.21,1,35.0,430.85714285714283
A2,A77,A0,50,60,0,,1,72.0,
A0,A15,A1,260,2,1,0.08,1,0.0,378.42857142857144
A2,A44,A0,125,3,8,0.65,1,0.0,389.85714285714283
A2,A19,A0,129,1,0,,1,5.0,
A2,A35,A0,59,3,36,0.8,5,349.0,429.14285714285717
A0,A102,A0,39,1,89,1.57,10,0.0,385.42857142857144
A2,A61,A1,185,3,2,0.05,1,0.0,269.42857142857144
A0,A1,A0,80,2,0,,1,0.0,
A2,A26,A2,42,1,50,1.41,1,343.0,431.14285714285717
A1,A47,A0,65,20,28,0.34,3,,320.7142857142857
A2,A61,A1,3000,7,1,1.0,1,325.0,430.85714285714283
A2,A13,A1,199,2,19,0.35,1,,425.0
A2,A6,A1,99,6,11,0.22,1,0.0,396.42857142857144
A2,A40,A1,86,20,0,,1,0.0,
A1,A47,A0,150,3,0,,1,0.0,
A0,A71,A1,150,5,25,2.43,2,54.0,430.85714285714283
A0,A10,A1,120,4,14,0.16,1,,425.0
A0,A16,A0,75,10,0,,1,69.0,
A0,A36,A1,150,4,0,,1,5.0,
A2,A13,A1,175,30,7,0.18,96,280.0,430.0
A2,A17,A0,50,3,1,0.07,1,0.0,374.0
A0,A16,A0,75,3,5,0.12,1,365.0,353.14285714285717
A0,A63,A0,55,1,45,5.74,3,83.0,428.7142857142857
A2,A35,A1,150,2,10,0.58,1,6.0,417.0
A0,A12,A0,55,14,4,0.12,1,17.0,385.2857142857143
A1,A103,A1,86,1,52,0.79,1,53.0,431.0
A2,A17,A0,98,2,182,2.85,1,312.0,429.85714285714283
A2,A17,A0,88,1,3,0.15,2,0.0,353.2857142857143
A0,A15,A0,65,2,0,,1,0.0,
A0,A15,A0,59,3,82,1.92,2,0.0,387.85714285714283
A2,A21,A1,280,2,92,1.59,1,173.0,431.42857142857144
A2,A17,A0,59,5,26,0.61,1,,368.85714285714283
A0,A1,A1,140,3,0,,1,0.0,
A1,A9,,109,1,5,0.17,4,356.0,394.85714285714283
A2,A6,A0,200,1,20,0.69,2,0.0,326.42857142857144
A1,A3,A0,40,1,16,0.65,1,0.0,347.0
A2,A14,A1,295,3,2,2.0,1,195.0,430.57142857142856
A3,A104,A0,40,1,1,1.0,3,,431.7142857142857
A2,A83,A0,197,5,3,0.3,1,95.0,425.14285714285717
A2,A13,A0,149,2,121,2.06,2,270.0,429.85714285714283
A2,A45,A1,307,30,0,,232,333.0,
A2,A40,A1,150,30,5,0.3,1,,404.0
A2,A72,A1,175,30,1,0.05,50,,339.7142857142857
A0,A0,A1,100,1,26,1.91,1,0.0,387.42857142857144
A1,A9,A0,75,3,79,5.44,1,84.0,431.2857142857143
A0,A1,A1,50,2,46,2.23,5,70.0,431.0
A2,A26,A1,125,5,1,0.05,1,0.0,353.0
A0,A62,A1,150,5,47,2.26,1,,431.14285714285717
A0,A16,A0,29,2,3,0.17,1,,360.2857142857143
A2,A44,A1,125,30,7,0.23,91,,423.85714285714283
A1,A47,A2,38,1,0,,1,,
A2,A35,A1,150,2,0,,1,0.0,
A0,A11,A0,75,2,2,2.0,4,349.0,431.7142857142857
A2,A38,A1,137,29,0,,327,333.0,
A0,A16,A0,125,3,1,0.06,3,1.0,363.0
A2,A35,A1,150,2,18,0.87,1,0.0,369.7142857142857
A2,A44,A1,350,4,1,1.0,1,,427.85714285714283
A2,A13,A0,76,1,80,6.59,3,,429.7142857142857
A0,A15,A1,125,4,2,0.11,1,0.0,384.42857142857144
A0,A1,A1,175,4,99,2.12,1,334.0,428.7142857142857
A1,A3,A0,40,1,1,0.21,1,37.0,411.57142857142856
A2,A13,A1,199,8,2,0.22,1,8.0,399.0
A0,A22,A1,120,5,3,0.31,2,231.0,404.2857142857143
A1,A56,A0,41,29,1,0.15,37,,402.7142857142857
A2,A91,A0,95,1,92,2.4,2,47.0,430.7142857142857
A1,A47,A0,89,1,0,,1,0.0,
A2,A26,A1,120,3,1,0.02,1,0.0,241.14285714285714
A1,A105,A0,70,2,6,0.62,1,156.0,392.85714285714283
A2,A17,A1,95,1,139,6.9,1,41.0,430.7142857142857
A0,A12,A0,45,14,2,0.32,1,21.0,430.14285714285717
A2,A26,A1,300,2,19,0.6,3,179.0,425.14285714285717
A2,A7,A1,140,1,34,0.98,1,170.0,431.0
A2,A13,A0,85,1,7,0.16,2,188.0,261.7142857142857
A0,A10,A0,80,2,30,0.74,1,,404.7142857142857
A0,A1,A0,110,1,0,,1,,
A1,A78,A0,69,1,91,5.95,1,,431.57142857142856
A2,A44,A1,462,2,3,0.1,13,299.0,403.0
A0,A10,A1,700,4,2,0.32,1,174.0,428.2857142857143
A2,A21,A0,78,16,9,0.19,1,23.0,420.42857142857144
A2,A50,A0,62,6,62,1.27,1,317.0,429.85714285714283
A2,A14,A1,375,7,8,0.12,1,0.0,352.7142857142857
A2,A26,A1,145,30,5,0.23,3,,426.0
A1,A5,A0,45,4,68,0.96,1,0.0,405.14285714285717
A0,A16,A0,30,1,3,0.62,1,0.0,417.85714285714283
A2,A6,A1,250,1,5,3.49,1,311.0,431.57142857142856
A4,A87,A0,75,3,4,0.3,2,128.0,423.0
A0,A1,A0,68,3,52,2.44,3,72.0,430.0
A4,A106,A2,75,2,1,0.1,7,37.0,388.14285714285717
A0,A1,A1,85,2,10,0.21,1,,398.42857142857144
A0,A60,A0,80,7,57,4.49,2,285.0,428.85714285714283
A1,A9,A0,70,2,35,1.8,1,306.0,428.0
A2,A38,A0,204,2,4,0.96,327,327.0,422.0
A0,A22,,200,1,30,0.5,3,362.0,424.85714285714283
A2,A44,A1,200,6,23,2.23,1,89.0,431.0
A2,A6,A0,90,4,26,4.29,1,278.0,431.0
A1,A23,A1,230,4,0,,2,142.0,
A0,A16,A0,50,9,0,,3,0.0,
A1,A39,A1,75,1,2,2.0,1,,429.85714285714283
A0,A0,A1,79,15,11,0.11,5,179.0,407.0
A0,A60,A1,195,30,38,0.51,1,,426.7142857142857
A2,A40,A1,399,1,0,,1,12.0,
A2,A44,A0,358,1,2,2.0,5,322.0,431.0
A0,A57,,100,1,55,4.16,1,342.0,429.85714285714283
A2,A61,A0,55,2,3,0.25,2,,430.7142857142857
A2,A21,A0,100,2,0,,1,99.0,
A2,A6,A1,185,29,0,,327,,
A0,A0,A1,200,2,22,3.44,1,20.0,431.7142857142857
A0,A12,A1,380,4,0,,1,177.0,
A2,A21,A1,120,3,4,1.82,1,,431.7142857142857
A0,A1,A0,60,14,0,,2,156.0,
A0,A36,A0,50,1,257,6.23,13,286.0,431.0
A2,A50,A0,105,2,11,0.53,1,0.0,373.42857142857144
A0,A1,A1,85,2,39,0.98,1,190.0,398.7142857142857
A2,A44,A1,239,30,0,,121,,
A0,A22,A0,37,2,3,0.16,1,0.0,356.42857142857144
A0,A100,A0,37,5,72,1.43,5,,426.14285714285717
A2,A14,A1,595,2,7,2.28,1,80.0,430.0
A2,A33,A1,175,2,38,1.69,1,244.0,429.85714285714283
A4,A97,A0,50,1,4,4.0,2,,431.85714285714283
A0,A15,A0,60,5,1,0.02,1,0.0,246.28571428571428
A0,A16,A0,85,4,24,0.57,2,,289.42857142857144
A0,A59,A0,49,1,85,8.64,2,,426.2857142857143
A0,A16,A0,60,1,6,5.14,1,52.0,429.85714285714283
A2,A13,A0,55,5,4,0.59,1,,415.85714285714283
A0,A15,A0,66,2,1,0.05,2,0.0,344.42857142857144
A2,A14,A1,200,4,10,0.25,1,0.0,388.2857142857143
A0,A15,A1,995,2,0,,3,272.0,
A0,A15,A1,300,5,5,0.35,3,31.0,428.2857142857143
A0,A85,A1,250,2,26,3.94,3,266.0,431.85714285714283
A2,A28,A1,149,5,0,,1,0.0,
A0,A10,A1,235,5,41,2.22,2,219.0,430.42857142857144
A0,A1,A0,475,3,1,0.02,1,0.0,234.71428571428572
A3,A20,A0,44,20,0,,2,0.0,
A0,A57,A0,159,2,1,1.0,1,,431.0
A3,A107,A2,50,1,8,1.26,2,241.0,431.7142857142857
A1,A103,A1,105,4,21,0.69,1,352.0,426.57142857142856
A1,A2,A0,40,3,3,3.0,1,66.0,432.0
A0,A34,A1,190,4,42,2.42,5,299.0,426.14285714285717
A2,A19,A1,300,4,0,,1,319.0,
A2,A44,A1,135,30,8,0.19,12,,388.85714285714283
A0,A15,A1,99,30,0,,1,0.0,
A0,A15,A1,105,5,33,0.66,1,8.0,421.85714285714283
A0,A15,A1,150,3,4,0.63,2,0.0,416.7142857142857
A2,A17,A0,95,180,0,,1,358.0,
A0,A59,A1,150,3,15,1.46,2,154.0,430.2857142857143
A1,A39,A1,86,3,3,0.09,1,0.0,335.14285714285717
A2,A4,A1,195,2,8,4.36,1,,431.0
A0,A11,A0,60,2,38,1.07,2,357.0,431.57142857142856
A2,A38,A1,203,2,7,3.13,327,,429.57142857142856
A0,A8,A1,225,4,95,1.26,1,251.0,419.85714285714283
A2,A35,A1,499,2,15,2.27,1,,425.7142857142857
A1,A79,A0,35,1,3,0.13,1,,333.14285714285717
A0,A16,A0,75,3,5,0.14,1,0.0,383.7142857142857
A2,A6,A1,175,1,179,5.71,1,,431.85714285714283
A0,A22,A0,62,1,167,4.52,2,48.0,430.42857142857144
A2,A38,A1,244,2,2,0.98,327,315.0,427.14285714285717
A2,A19,A0,25,1,2,0.11,1,0.0,356.2857142857143
A1,A5,A1,130,4,17,0.25,1,347.0,318.7142857142857
A0,A1,A1,265,2,3,0.29,4,114.0,400.85714285714283
A0,A18,A0,76,3,163,5.22,2,53.0,428.2857142857143
A1,A39,A0,75,3,20,0.95,1,,416.85714285714283
A2,A6,A1,172,2,5,3.19,1,,430.14285714285717
A0,A1,A0,55,1,2,0.04,1,,238.85714285714286
A1,A47,A0,58,1,86,3.09,9,301.0,429.85714285714283
A2,A17,A1,295,1,52,5.05,1,,431.85714285714283
A0,A0,A1,120,4,7,0.18,1,0.0,278.42857142857144
A1,A69,A1,150,3,7,0.19,3,179.0,426.0
A2,A17,A0,70,2,68,1.31,1,129.0,424.85714285714283
A0,A15,A1,325,3,324,3.01,1,107.0,429.85714285714283
A1,A93,A1,150,1,109,1.49,1,358.0,429.7142857142857
A2,A44,A1,350,3,1,0.05,2,0.0,350.57142857142856
A0,A1,A1,150,2,59,1.38,1,19.0,428.57142857142856
A2,A26,A1,166,2,8,0.39,1,,424.85714285714283
A2,A6,A1,420,3,2,2.0,1,270.0,430.57142857142856
A0,A8,A1,220,30,2,2.0,2,82.0,431.85714285714283
A2,A13,A0,60,30,0,,32,,
A2,A26,A1,130,1,6,0.13,1,0.0,270.2857142857143
A0,A64,A0,135,2,21,0.26,1,272.0,424.57142857142856
A4,A55,A0,33,4,17,1.2,8,316.0,431.7142857142857
A1,A47,A0,99,1,0,,8,319.0,
A0,A0,A0,46,1,49,2.51,1,81.0,425.7142857142857
A2,A72,,143,2,37,0.53,1,,401.7142857142857
A0,A0,A0,85,2,0,,1,0.0,
A2,A14,A1,200,1,0,,1,0.0,
A2,A17,A0,89,2,22,2.84,1,,422.0
A0,A15,A1,230,2,1,1.0,1,15.0,428.85714285714283
A0,A10,A1,226,2,57,2.32,1,,430.2857142857143
A2,A17,A0,100,5,0,,1,364.0,
A2,A41,A1,590,1,0,,2,0.0,
A2,A17,A0,60,1,6,0.14,1,0.0,275.0
A0,A10,A1,945,4,0,,1,,
A2,A14,A1,175,3,7,0.7,1,,405.14285714285717
A0,A0,A1,250,2,10,0.22,2,365.0,429.42857142857144
A3,A108,A0,40,30,15,0.32,6,333.0,430.85714285714283
A0,A16,A0,50,2,22,2.48,8,362.0,427.2857142857143
A0,A57,A0,80,1,1,0.05,1,0.0,353.0
A0,A15,A1,175,2,71,2.35,1,,429.42857142857144
A2,A17,A1,285,30,74,1.47,4,284.0,425.42857142857144
A1,A5,A0,75,4,19,0.52,1,,421.42857142857144
A2,A38,A1,699,29,0,,327,,
A1,A2,A0,49,1,53,3.47,1,341.0,429.85714285714283
A0,A0,A0,110,6,50,3.55,1,0.0,425.85714285714283
A0,A15,A0,60,20,0,,2,88.0,
A0,A1,A0,70,2,11,1.45,2,,425.57142857142856
A0,A100,A2,40,2,4,0.13,2,3.0,352.2857142857143
A0,A16,A0,45,1,1,0.05,2,,353.14285714285717
A2,A6,A0,150,3,2,0.1,1,8.0,353.0
A2,A19,A1,150,2,3,0.25,1,35.0,414.85714285714283
A1,A47,A1,395,7,50,0.8,1,,422.2857142857143
A3,A74,A1,125,2,271,2.84,2,347.0,429.42857142857144
A0,A0,A2,50,1,55,1.54,3,,430.85714285714283
A0,A94,A0,60,1,18,2.78,2,343.0,431.57142857142856
A2,A21,A1,120,8,6,0.14,1,0.0,336.42857142857144
A1,A47,A0,38,1,19,1.73,1,,396.2857142857143
A0,A12,A0,60,1,1,0.02,1,0.0,177.0
A2,A26,A0,64,2,7,0.35,1,0.0,352.42857142857144
A0,A76,A2,30,5,2,2.0,8,,430.42857142857144
A0,A15,A0,65,2,0,,1,0.0,
A1,A2,A1,250,7,0,,3,174.0,
A2,A17,A0,45,7,1,0.06,1,17.0,363.7142857142857
A2,A77,A0,55,21,0,,1,0.0,
